,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
5915,1970,6,197,,184_02_R_190823080000.cfr.mp4,1397.6259765625,71.14395141601562,-17.465830007537097,False,,,,,0.904816210269928,1420.506103515625,94.43519592285156,346.748291015625,188.87039184570312,0.5563409328460693,1547.7811279296875,23.89864730834961,0.8308089971542358,2.0,1495.0643310546875,28.997777938842773,0.8864827156066895,2.0,1449.0540771484375,43.00291061401367,0.9254199266433716,2.0,1397.6259765625,71.14395141601562,0.904816210269928,2.0,,,0.4398930966854095,0.0,waist,"head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-23 08:01:38.500,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5921,1971,6,197,2421.0,184_02_R_190823080000.cfr.mp4,1264.047607421875,-28.10922241210937,72.57092187994475,False,0.0,38.06,1279.35,25.98,0.2963289976119995,1286.121826171875,106.86732482910156,259.1217041015625,213.73464965820312,0.5803189277648926,1335.37451171875,199.091064453125,0.9424468278884888,2.0,1309.973388671875,108.4718017578125,0.9101729393005372,2.0,1287.8232421875,47.62420654296875,0.8080306053161621,2.0,1264.047607421875,-28.10922241210937,0.2963289976119995,1.0,,,0.0272893346846103,0.0,"head,thorax","head,waist",-133.578369140625,-99.253173828125,0.7999301887568137,1397.6259765625,71.14395141601562,-17.465830007537097,0.0,0.0,0.0,1312.245,34.385,1264.165,54.777,1247.816,17.921,1294.101,-2.008,"[[    -23.266,     -6.995,     1279.3], [     10.349,    -16.922,     25.978], [  0.0034588,   0.017763,          1]]",1188.0,-52.0,1.0,2019-08-23 08:01:38.550,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5927,1972,6,197,,184_02_R_190823080000.cfr.mp4,1275.58544921875,-21.754951477050767,76.75047675414187,False,,,,,0.3354961276054382,1293.206298828125,110.48094177246094,251.9044189453125,220.96188354492188,0.5501929521560669,1332.3272705078125,219.2279357910156,0.9688146710395812,2.0,1312.35107421875,124.07585144042967,0.9427257180213928,2.0,1294.4993896484375,58.57267761230469,0.8820984363555908,2.0,1275.58544921875,-21.754951477050767,0.3354961276054382,1.0,,,0.0139886364340782,0.0,"head,thorax","head,waist",-55.2513427734375,-43.27231597900389,0.1641958221040269,1197.2584228515625,-77.73580932617188,72.57092187994475,-133.578369140625,-99.253173828125,,,,,,,,,,,,,,2019-08-23 08:01:38.600,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5933,1973,6,197,,184_02_R_190823080000.cfr.mp4,1281.7626953125,-25.25981712341309,72.20727913385124,False,,,,,0.3199488639831543,1298.67529296875,105.62905883789062,292.8280029296875,211.25811767578125,0.6129077076911926,1353.8531494140625,199.3737030029297,0.9540321230888368,2.0,1326.44482421875,113.5166473388672,0.9182013869285583,2.0,1305.7928466796875,49.61802291870117,0.8512588143348694,2.0,1281.7626953125,-25.25981712341309,0.3199488639831543,1.0,,,0.0203400123864412,0.0,"head,thorax","head,waist",-21.44842529296875,-25.141023635864265,0.0743003870867951,1247.9597778320312,-43.39110946655271,76.75047675414187,-55.2513427734375,-43.27231597900389,,,,,,,,,,,,,,2019-08-23 08:01:38.650,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5939,1974,6,197,,184_02_R_190823080000.cfr.mp4,1288.2886962890625,-20.66903686523437,80.71261558769262,False,,,,,0.3356142401695252,1322.202880859375,106.83888244628906,234.9376220703125,213.67776489257807,0.6594638228416443,1325.572998046875,207.327392578125,0.972553551197052,2.0,1307.3907470703125,120.06805419921876,0.9389827251434326,2.0,1300.716796875,55.32977294921875,0.8835415840148926,2.0,1288.2886962890625,-20.66903686523437,0.3356142401695252,1.0,,,0.0124902874231338,0.0,"head,thorax","head,waist",-4.198211669921875,-7.979731559753425,0.081659838500065,1271.0384826660156,-37.830328941345215,72.20727913385124,-21.44842529296875,-25.141023635864265,,,,,,,,,,,,,,2019-08-23 08:01:38.700,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5943,1975,6,197,,184_02_R_190823080000.cfr.mp4,1334.931640625,20.211538314819336,82.7219016976583,False,,,,,0.6178754568099976,1341.0194091796875,121.936767578125,258.652099609375,243.87353515625,0.6863811016082764,1362.1435546875,233.2799530029297,0.9737571477890016,2.0,1351.085205078125,147.29180908203125,0.95562344789505,2.0,1340.54443359375,80.88563537597656,0.9481489062309264,2.0,1334.931640625,20.211538314819336,0.6178754568099976,2.0,,,0.0125274267047643,0.0,waist,"head,waist",44.54383850097656,36.890709400177,0.1116800327024773,1286.1895904541016,-24.658902645111088,80.71261558769262,-4.198211669921875,-7.979731559753425,,,,,,,,,,,,,,2019-08-23 08:01:38.750,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5948,1976,4,197,,184_02_R_190823080000.cfr.mp4,1347.9683837890625,54.12231063842773,91.41927179999664,False,,,,,0.911535918712616,1346.306884765625,144.8437957763672,213.3106689453125,289.6875915527344,0.7597118020057678,1342.2994384765625,282.929931640625,0.9627217650413512,2.0,1345.6102294921875,195.239974975586,0.9531511664390564,2.0,1344.847900390625,124.12798309326172,0.9818955659866332,2.0,1347.9683837890625,54.12231063842773,0.911535918712616,2.0,,,0.0152724981307983,0.0,waist,"head,waist",35.30866241455078,52.356127023696885,0.0784498032545403,1357.2035598754885,38.65689301490784,82.7219016976583,44.54383850097656,36.890709400177,,,,,,,,,,,,,,2019-08-23 08:01:38.800,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5953,1977,5,197,,184_02_R_190823080000.cfr.mp4,1362.679443359375,101.13765716552734,89.75461680192979,False,,,,,0.9425432085990906,1354.8797607421875,160.61270141601562,215.504150390625,321.22540283203125,0.7452200055122375,1363.568603515625,308.7509460449219,0.9911335110664368,2.0,1361.62109375,243.832748413086,0.9865907430648804,2.0,1363.54638671875,181.59239196777344,0.9949896931648254,2.0,1362.679443359375,101.13765716552734,0.9425432085990906,2.0,,,0.0066801090724766,0.0,waist,"head,waist",32.36539077758789,73.19341003894806,0.0377172270525223,1365.622714996338,80.30037415027617,91.41927179999664,35.30866241455078,52.356127023696885,,,,,,,,,,,,,,2019-08-23 08:01:38.850,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5958,1978,4,197,,184_02_R_190823080000.cfr.mp4,1339.977294921875,109.86178588867188,83.77344238472104,False,,,,,0.9678393006324768,1335.6431884765625,173.274169921875,224.308837890625,346.54833984375,0.7607576251029968,1364.48046875,334.4477233886719,0.97889506816864,2.0,1356.7415771484375,259.7719116210937,0.9750254154205322,2.0,1348.613037109375,189.64089965820312,0.9938878417015076,2.0,1339.977294921875,109.86178588867188,0.9678393006324768,2.0,,,0.0074671814218163,0.0,waist,"head,waist",-6.519453048706055,45.32083374261856,0.0940341659838001,1378.862138748169,137.73436218500137,89.75461680192979,32.36539077758789,73.19341003894806,,,,,,,,,,,,,,2019-08-23 08:01:38.900,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
5963,1979,5,197,,184_02_R_190823080000.cfr.mp4,1328.060546875,156.260986328125,87.13238460444758,False,,,,,0.9769524335861206,1324.791748046875,189.27545166015625,191.2469482421875,378.5509033203125,0.7711160182952881,1338.31787109375,361.03411865234375,0.988695740699768,2.0,1327.47412109375,298.9644775390625,0.9850009679794312,2.0,1326.4320068359375,238.5989990234375,0.9966557025909424,2.0,1328.060546875,156.260986328125,0.9769524335861206,2.0,,,0.018306503072381,0.0,waist,"head,waist",-15.176474571228027,69.0596173107624,0.0505672321387609,1336.717568397522,132.52220275998116,83.77344238472104,-6.519453048706055,45.32083374261856,,,,,,,,,,,,,,2019-08-23 08:01:38.950,outside_inside,unknown,1970.0,1397.6259765625,71.14395141601562,-17.465830007537097,1995.0,873.1002807617188,1391.701171875,89.91487452110621,26.0,2019-08-23 08:01:38.500,2019-08-23 08:01:39.750,2421,True,38.06,1.0,1.0
