,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
5673,1172,5,219,,60_02_R_190818060000.cfr.mp4,547.108642578125,1471.3345336914062,-60.43649281582661,False,,,,,0.3320680022239685,509.1607666015625,1367.35205078125,311.779541015625,145.2958984375,0.5996360182762146,628.1917724609375,1328.3905029296875,0.9878371357917786,2.0,600.4223022460938,1387.083740234375,0.953182578086853,2.0,574.1363525390625,1423.6865234375,0.882725715637207,2.0,547.108642578125,1471.3345336914062,0.3320680022239685,1.0,,,0.010247865691781,0.0,"head,thorax","head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-18 06:00:58.600,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5678,1173,5,219,,60_02_R_190818060000.cfr.mp4,568.7722473144531,1462.3783569335938,-66.7315006732482,False,,,,,0.3858456492424011,550.2855224609375,1344.531005859375,285.2779235839844,190.9378662109375,0.632809042930603,649.99755859375,1273.489501953125,0.9972334504127502,2.0,621.5127563476562,1346.863037109375,0.9843258261680604,2.0,595.8473510742188,1399.4154052734375,0.975487232208252,2.0,568.7722473144531,1462.3783569335938,0.3858456492424011,1.0,,,0.0103781521320343,0.0,"head,thorax","head,waist",21.663604736328125,-8.9561767578125,0.0654090328967141,547.108642578125,1471.3345336914062,-60.43649281582661,0.0,0.0,,,,,,,,,,,,,,2019-08-18 06:00:58.650,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5683,1174,3,219,,60_02_R_190818060000.cfr.mp4,580.1314086914062,1413.5732421875,-62.32468685513916,False,,,,,0.9162586331367492,589.3902587890625,1320.247314453125,249.61651611328125,239.5052490234375,0.8080722689628601,676.4398193359375,1229.9405517578125,0.9968729615211488,2.0,653.9442749023438,1295.95458984375,0.9922693967819214,2.0,623.7874145507812,1349.3409423828125,0.9976944327354432,2.0,580.1314086914062,1413.5732421875,0.9162586331367492,2.0,,,0.0004856834129896,0.0,waist,"head,waist",22.190963745117188,-53.283203125,0.0825069622444138,579.6040496826172,1457.9002685546875,-66.7315006732482,21.663604736328125,-8.9561767578125,,,,,,,,,,,,,,2019-08-18 06:00:58.700,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5688,1175,1,219,,60_02_R_190818060000.cfr.mp4,617.654541015625,1335.4483642578125,-53.59562006406839,False,,,,,0.9938874840736388,616.6515502929688,1295.486572265625,290.0174560546875,289.0267333984375,0.8672120571136475,721.4261474609375,1194.718505859375,0.9945194125175476,2.0,690.7079467773438,1236.122802734375,0.9937624335289,2.0,657.6087036132812,1273.254150390625,0.9992433786392212,2.0,617.654541015625,1335.4483642578125,0.9938874840736388,2.0,,,0.0038289215881377,0.0,waist,"head,waist",48.618614196777344,-104.7664794921875,0.1208059006787529,591.2268905639648,1386.931640625,-62.32468685513916,22.190963745117188,-53.283203125,,,,,,,,,,,,,,2019-08-18 06:00:58.750,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5693,1176,1,219,,60_02_R_190818060000.cfr.mp4,688.6756591796875,1257.5616455078125,-42.58873846632358,False,,,,,0.9967009425163268,694.32421875,1267.2674560546875,323.75390625,320.572265625,0.8940463662147522,829.551513671875,1156.6976318359375,0.998703122138977,2.0,775.450439453125,1181.6781005859375,0.9968562126159668,2.0,733.3798217773438,1211.722900390625,0.9992883801460266,2.0,688.6756591796875,1257.5616455078125,0.9967009425163268,2.0,563.56494140625,1401.1883544921875,0.9693490266799928,2.0,waist,"head,tail",95.33042526245116,-130.26995849609375,0.1275975312915055,641.9638481140137,1283.0651245117188,-53.59562006406839,48.618614196777344,-104.7664794921875,,,,,,,,,,,,,,2019-08-18 06:00:58.800,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5698,1177,1,219,,60_02_R_190818060000.cfr.mp4,725.1636962890625,1233.991943359375,-38.29483582653671,False,,,,,0.9971965551376344,730.7968139648438,1240.4775390625,339.322265625,307.5914306640625,0.9204376935958862,873.9041748046875,1139.5997314453125,0.9982695579528807,2.0,823.3753662109375,1164.78466796875,0.9957257509231568,2.0,777.9915771484375,1192.907958984375,0.9990691542625428,2.0,725.1636962890625,1233.991943359375,0.9971965551376344,2.0,582.828857421875,1369.4345703125,0.995458960533142,2.0,waist,"head,tail",84.15324974060059,-88.70468139648438,0.0801654800676697,736.3408718109131,1192.4266662597656,-42.58873846632358,95.33042526245116,-130.26995849609375,,,,,,,,,,,,,,2019-08-18 06:00:58.850,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5703,1178,1,219,,60_02_R_190818060000.cfr.mp4,735.6857299804688,1251.5706787109375,-33.1574993685495,False,,,,,0.9974052309989928,736.5506591796875,1259.739501953125,346.852294921875,288.5755615234375,0.9021192193031312,892.73583984375,1169.9678955078125,0.9976279139518738,2.0,836.952392578125,1192.1650390625,0.9953663349151612,2.0,790.6724853515625,1216.874267578125,0.9989411234855652,2.0,735.6857299804688,1251.5706787109375,0.9974052309989928,2.0,581.0475463867188,1373.6009521484375,0.9955877065658568,2.0,waist,"head,tail",52.59865856170654,-26.773605346679688,0.1235016425016501,767.2403211593628,1189.6396026611328,-38.29483582653671,84.15324974060059,-88.70468139648438,,,,,,,,,,,,,,2019-08-18 06:00:58.900,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5709,1179,1,219,501.0,60_02_R_190818060000.cfr.mp4,720.2763061523438,1278.462158203125,-37.48026412193654,False,0.0,27.21,763.62,1229.96,0.9978177547454834,727.3094482421875,1278.41162109375,327.27801513671875,294.23095703125,0.9222812056541444,866.3157958984375,1179.6263427734375,0.999036192893982,2.0,814.1635131835938,1209.2430419921875,0.9971354007720948,2.0,770.122802734375,1239.427001953125,0.9994322657585144,2.0,720.2763061523438,1278.462158203125,0.9978177547454834,2.0,580.9031982421875,1398.4749755859375,0.9956971406936646,2.0,waist,"head,tail",10.889905452728271,13.504676818847656,0.1031331054449604,761.985059261322,1238.1838760375977,-33.1574993685495,52.59865856170654,-26.773605346679688,0.0,759.435,1194.223,798.718,1225.471,767.746,1265.227,728.83,1234.409,"[[     19.651,    -14.874,     763.62], [     15.614,      20.49,       1230], [  0.0010851,  0.0055498,          1]]",670.0,1139.0,1.0,2019-08-18 06:00:58.950,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5716,1180,1,219,,60_02_R_190818060000.cfr.mp4,730.5413818359375,1277.093994140625,-39.32694922045547,False,,,,,0.9974275231361388,736.5435791015625,1274.0006103515625,323.11700439453125,304.303466796875,0.914740025997162,871.8648681640625,1168.6407470703125,0.99830162525177,2.0,823.3731689453125,1201.79052734375,0.9962071180343628,2.0,780.6005859375,1234.674072265625,0.9992088675498962,2.0,730.5413818359375,1277.093994140625,0.9974275231361388,2.0,590.1724243164062,1399.4246826171875,0.9915432929992676,2.0,waist,"head,tail",15.710028409957886,5.384174346923828,0.0220121363019123,725.7212588787079,1285.2144966125488,-37.48026412193654,10.889905452728271,13.504676818847656,,,,,,,,,,,,,,2019-08-18 06:00:59.000,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
5722,1181,1,219,501.0,60_02_R_190818060000.cfr.mp4,740.8463134765625,1270.575439453125,-38.88333756778822,False,0.0,35.33,790.78,1212.08,0.997364342212677,747.052001953125,1269.9833984375,330.0248413085937,305.7469482421875,0.9050471782684326,881.771728515625,1162.6309814453125,0.9978067278862,2.0,836.075439453125,1196.0926513671875,0.9956626296043396,2.0,793.530029296875,1227.985107421875,0.9990686774253844,2.0,740.8463134765625,1270.575439453125,0.997364342212677,2.0,595.3448486328125,1393.61083984375,0.9810258746147156,2.0,waist,"head,tail",18.159945845603943,-3.826467514038086,0.0163093191996291,738.3963960409164,1279.786081314087,-39.32694922045547,15.710028409957886,5.384174346923828,0.0,784.646,1175.923,826.446,1207.405,797.126,1249.515,754.817,1216.787,"[[     20.379,    -15.829,     790.78], [     15.485,     19.833,     1212.1], [ -0.0066843,  -0.010758,          1]]",694.0,1128.0,1.0,2019-08-18 06:00:59.050,inside_inside,noise,1172.0,547.108642578125,1471.3345336914062,-60.43649281582661,1205.0,1025.636962890625,1415.80029296875,25.77371690850333,34.0,2019-08-18 06:00:58.600,2019-08-18 06:01:00.250,501,True,62.41,1.0,9.0
