,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
14075,2914,6,614,,213_02_R_190806172705.cfr.mp4,2024.426025390625,43.62328338623047,127.19933337427712,False,,,,,0.6946275234222412,2017.18310546875,108.25872802734376,338.888671875,216.5174560546875,0.5277279615402222,1930.6810302734373,167.1307373046875,0.9480617642402648,2.0,1942.368408203125,111.1290283203125,0.920705258846283,2.0,1976.2293701171875,69.19508361816406,0.905898928642273,2.0,2024.426025390625,43.62328338623047,0.6946275234222412,2.0,,,0.1477569937705993,0.0,waist,"head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-06 17:29:30.700,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14080,2915,5,614,,213_02_R_190806172705.cfr.mp4,2019.845947265625,40.78339767456055,108.38366681866049,False,,,,,0.6560771465301514,2039.23388671875,119.80894470214844,362.7783203125,239.61788940429688,0.6304023265838623,1966.03466796875,202.70016479492188,0.9376007318496704,2.0,1942.779296875,117.48716735839844,0.8872851133346558,2.0,1966.2265625,63.633033752441406,0.877201497554779,2.0,2019.845947265625,40.78339767456055,0.6560771465301514,2.0,,,0.2108356803655624,0.0,waist,"head,waist",-4.580078125,-2.839885711669922,0.1570542613662748,2024.426025390625,43.62328338623047,127.19933337427712,0.0,0.0,,,,,,,,,,,,,,2019-08-06 17:29:30.750,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14085,2916,10001,614,,,2017.555908203125,39.36345481872559,108.38366681866049,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.580078125,-2.839885711669922,1.0,2017.555908203125,39.36345481872559,108.38366681866049,-4.580078125,-2.839885711669922,,,,,,,,,,,,,,2019-08-06 17:29:30.800,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14090,2917,10000,614,,,2015.265869140625,37.94351196289063,108.38366681866049,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.580078125,-2.839885711669922,1.0,2015.265869140625,37.94351196289063,108.38366681866049,-4.580078125,-2.839885711669922,,,,,,,,,,,,,,2019-08-06 17:29:30.850,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14095,2918,5,614,,213_02_R_190806172705.cfr.mp4,1969.863037109375,143.04837036132812,105.52396701265025,False,,,,,0.9259366393089294,1961.7901611328125,182.79705810546875,218.770263671875,365.5941162109375,0.682920515537262,1912.44970703125,349.7383728027344,0.9948455095291138,2.0,1917.78759765625,282.8614501953125,0.9845377206802368,2.0,1935.15234375,219.70928955078125,0.9899821877479552,2.0,1969.863037109375,143.04837036132812,0.9259366393089294,2.0,,,0.2952874600887298,0.0,waist,"head,waist",-47.69287109375,103.68491554260254,0.1930075795456181,2012.975830078125,36.523569107055664,108.38366681866049,-4.580078125,-2.839885711669922,,,,,,,,,,,,,,2019-08-06 17:29:30.900,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14100,2919,6,614,,213_02_R_190806172705.cfr.mp4,1970.638427734375,186.3617248535156,106.69543052726108,False,,,,,0.979197323322296,1962.4404296875,201.0489959716797,225.4111328125,402.0979919433594,0.7205185294151306,1910.35888671875,387.3421325683594,0.9948849081993104,2.0,1918.75341796875,326.8091125488281,0.9887008666992188,2.0,1938.35888671875,266.8026733398437,0.9959927797317504,2.0,1970.638427734375,186.3617248535156,0.979197323322296,2.0,,,0.4762983322143554,0.0,waist,"head,waist",-23.071044921875,95.15581226348874,0.0445124232326532,1946.0166015625,194.8908281326294,105.52396701265025,-47.69287109375,103.68491554260254,,,,,,,,,,,,,,2019-08-06 17:29:30.950,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14106,2920,5,614,,213_02_R_190806172705.cfr.mp4,1964.62548828125,223.3915252685547,105.93627444727883,False,,,,,0.9852611422538756,1956.57666015625,222.79751586914065,210.4259033203125,420.7391357421875,0.7706758975982666,1915.753173828125,416.1620788574219,0.9853988885879515,2.0,1922.1826171875,358.9006042480469,0.9840871691703796,2.0,1939.018798828125,300.3143920898437,0.9956271648406982,2.0,1964.62548828125,223.3915252685547,0.9852611422538756,2.0,2024.4735107421875,35.41143798828125,0.501085102558136,2.0,waist,"head,tail",-17.5484619140625,84.60770654678348,0.0208279597158696,1959.1029052734373,233.93963098525995,106.69543052726108,-23.071044921875,95.15581226348874,,,,,,,,,,,,,,2019-08-06 17:29:31.000,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14112,2921,4,614,,213_02_R_190806172705.cfr.mp4,1955.3963623046875,307.5066223144531,100.0163127142961,False,,,,,0.991236448287964,1956.54931640625,295.5703125,194.5313720703125,434.7586669921875,0.7866623401641846,1937.966064453125,493.2739868164063,0.9832724332809448,2.0,1932.506103515625,433.2785339355469,0.9835485816001892,2.0,1939.72314453125,377.46917724609375,0.99639230966568,2.0,1955.3963623046875,307.5066223144531,0.991236448287964,2.0,2008.517822265625,93.82015991210938,0.8298608064651489,2.0,waist,"head,tail",-18.00335693359375,126.4189503192902,0.0853837043436905,1955.8512573242188,265.6953785419464,105.93627444727883,-17.5484619140625,84.60770654678348,,,,,,,,,,,,,,2019-08-06 17:29:31.050,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14119,2922,4,614,,213_02_R_190806172705.cfr.mp4,1945.08203125,349.09283447265625,93.5544666524558,False,,,,,0.9922698736190796,1948.5811767578125,339.4566955566406,184.972412109375,431.0043029785156,0.8357577323913574,1950.86279296875,539.0097045898438,0.9861959218978882,2.0,1935.750732421875,475.5801696777344,0.9823112487792968,2.0,1936.08984375,419.2140808105469,0.9958674907684326,2.0,1945.08203125,349.09283447265625,0.9922698736190796,2.0,1975.9759521484373,134.72073364257812,0.9583271145820618,2.0,waist,"head,tail",-19.31600952148437,104.79568731784823,0.064832581889798,1946.3946838378904,370.7160974740982,100.0163127142961,-18.00335693359375,126.4189503192902,,,,,,,,,,,,,,2019-08-06 17:29:31.100,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
14126,2923,4,614,,213_02_R_190806172705.cfr.mp4,1936.595458984375,409.74456787109375,94.68981968797851,False,,,,,0.9940582513809204,1938.30908203125,388.4876098632813,190.41796875,444.1770324707031,0.8314259648323059,1940.020263671875,593.31640625,0.9822606444358826,2.0,1928.7376708984373,534.4867553710938,0.977989137172699,2.0,1929.3055419921875,479.68603515625,0.9951221346855164,2.0,1936.595458984375,409.74456787109375,0.9940582513809204,2.0,1974.1595458984373,177.16683959960938,0.9927986860275269,2.0,waist,"head,tail",-18.144577026367188,113.04957705736165,0.0168097700430786,1935.4240264892576,401.4906781315804,93.5544666524558,-19.31600952148437,104.79568731784823,,,,,,,,,,,,,,2019-08-06 17:29:31.150,outside_inside,unknown,2914.0,2024.426025390625,43.62328338623047,127.19933337427712,2952.0,1498.7674560546875,1340.2900390625,96.9119077145012,39.0,2019-08-06 17:29:30.700,2019-08-06 17:29:32.600,2543,True,57.11,1.0,4.0
