,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
32853,9183,4,401,,138_02_R_190802180000.cfr.mp4,595.7737731933594,1481.861328125,-81.58757080471005,False,,,,,0.341725492477417,604.8128662109375,1357.780029296875,167.01129150390625,164.43994140625,0.631324291229248,625.466064453125,1281.0869140625,0.98012113571167,2.0,610.3486328125,1358.90087890625,0.975840389728546,2.0,605.6712036132812,1414.9365234375,0.896249532699585,2.0,595.7737731933594,1481.861328125,0.341725492477417,1.0,,,0.0191879700869321,0.0,"head,thorax","head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-02 18:07:39.150,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32857,9184,4,401,,138_02_R_190802180000.cfr.mp4,614.03955078125,1439.64208984375,-82.1418571963951,False,,,,,0.6494438648223877,617.456787109375,1345.6273193359375,171.49432373046875,188.745361328125,0.6926224827766418,638.699462890625,1260.968994140625,0.9792576432228088,2.0,623.1178588867188,1327.1383056640625,0.9878929257392884,2.0,617.0857543945312,1384.6732177734375,0.9773893356323242,2.0,614.03955078125,1439.64208984375,0.6494438648223877,2.0,,,0.0049284812994301,0.0,waist,"head,waist",18.265777587890625,-42.21923828125,0.0768075435212987,595.7737731933594,1481.861328125,-81.58757080471005,0.0,0.0,,,,,,,,,,,,,,2019-08-02 18:07:39.200,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32861,9185,4,401,,138_02_R_190802180000.cfr.mp4,616.6915893554688,1388.640380859375,-70.87113351649117,False,,,,,0.9628352522850036,627.7799682617188,1308.3179931640625,216.3836669921875,263.364013671875,0.8156670331954956,682.3330078125,1199.3876953125,0.9946534633636476,2.0,663.2050170898438,1267.9029541015625,0.9916649460792542,2.0,644.373779296875,1322.77880859375,0.9979750514030457,2.0,616.6915893554688,1388.640380859375,0.9628352522850036,2.0,,,0.0017865877598524,0.0,waist,"head,waist",11.784927368164062,-72.111328125,0.106865293730992,623.1724395751953,1418.532470703125,-82.1418571963951,18.265777587890625,-42.21923828125,,,,,,,,,,,,,,2019-08-02 18:07:39.250,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32865,9186,4,401,,138_02_R_190802180000.cfr.mp4,658.5404052734375,1319.9383544921875,-65.42759552723538,False,,,,,0.9917741417884828,671.2734985351562,1277.689453125,211.3883056640625,324.62109375,0.850179135799408,739.9559936523438,1141.884765625,0.997880220413208,2.0,711.93798828125,1195.006103515625,0.9967058300971984,2.0,684.903564453125,1246.8251953125,0.9994651675224304,2.0,658.5404052734375,1319.9383544921875,0.9917741417884828,2.0,,,0.0017222807509824,0.0,waist,"head,waist",47.74127960205078,-104.7576904296875,0.09278779379297,622.5840530395508,1352.584716796875,-70.87113351649117,11.784927368164062,-72.111328125,,,,,,,,,,,,,,2019-08-02 18:07:39.300,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32869,9187,2,401,,138_02_R_190802180000.cfr.mp4,681.345458984375,1271.330322265625,-64.65390545794183,False,,,,,0.99557626247406,689.4681396484375,1254.364013671875,225.21148681640625,371.27197265625,0.8739621043205261,763.5745849609375,1097.73486328125,0.9969601631164552,2.0,727.3654174804688,1153.27294921875,0.9955695271492004,2.0,699.701171875,1201.320068359375,0.999438226222992,2.0,681.345458984375,1271.330322265625,0.99557626247406,2.0,,,0.0081725791096687,0.0,waist,"head,waist",46.67569351196289,-100.98687744140624,0.0091771776693698,682.4110450744629,1267.5595092773438,-65.42759552723538,47.74127960205078,-104.7576904296875,,,,,,,,,,,,,,2019-08-02 18:07:39.350,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32873,9188,3,401,,138_02_R_190802180000.cfr.mp4,700.042724609375,1221.2064208984375,-70.26005137065269,False,,,,,0.9955874681472778,707.1671142578125,1232.06982421875,216.14031982421875,395.5025634765625,0.8701156973838806,777.9374389648438,1056.471923828125,0.9983711838722228,2.0,746.4159545898438,1107.6612548828125,0.9957412481307985,2.0,721.08935546875,1157.6434326171875,0.9989811778068542,2.0,700.042724609375,1221.2064208984375,0.9955874681472778,2.0,646.7694702148438,1422.006591796875,0.9487656354904176,2.0,waist,"head,tail",42.035112380981445,-100.61734008789062,0.0473577798065482,704.6833057403564,1220.836883544922,-64.65390545794183,46.67569351196289,-100.98687744140624,,,,,,,,,,,,,,2019-08-02 18:07:39.400,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32877,9189,3,401,,138_02_R_190802180000.cfr.mp4,720.6004638671875,1167.122802734375,-64.84891685436934,False,,,,,0.996254563331604,734.214599609375,1172.53369140625,240.1635131835937,385.9830322265625,0.8690087795257568,815.6102905273438,1017.2345581054688,0.9982872605323792,2.0,776.561767578125,1064.8157958984375,0.9959059953689576,2.0,745.351806640625,1109.3297119140625,0.9991299510002136,2.0,720.6004638671875,1167.122802734375,0.996254563331604,2.0,660.4913940429688,1347.61083984375,0.8909826874732971,2.0,waist,"head,tail",41.57529544830322,-104.3922882080078,0.0455360383455292,721.0602807998657,1170.8977508544922,-70.26005137065269,42.035112380981445,-100.61734008789062,,,,,,,,,,,,,,2019-08-02 18:07:39.450,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32881,9190,2,401,,138_02_R_190802180000.cfr.mp4,755.5057373046875,1107.0692138671875,-63.34725164153218,False,,,,,0.9948270916938782,768.40869140625,1102.2950439453125,251.8715209960937,389.74554443359375,0.8867701292037964,859.6292724609375,936.36328125,0.9981213212013244,2.0,816.920654296875,992.6444702148438,0.9945809245109558,2.0,784.5421752929688,1045.1109619140625,0.9986475110054016,2.0,755.5057373046875,1107.0692138671875,0.9948270916938782,2.0,686.3555908203125,1281.588623046875,0.9586764574050904,2.0,waist,"head,tail",55.69292116165161,-112.2497329711914,0.0296938898631991,741.3881115913391,1114.926658630371,-64.84891685436934,41.57529544830322,-104.3922882080078,,,,,,,,,,,,,,2019-08-02 18:07:39.500,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32885,9191,3,401,,138_02_R_190802180000.cfr.mp4,754.6652221679688,1077.8779296875,-68.70868337673502,False,,,,,0.9966777563095092,763.52587890625,1078.506591796875,233.4598388671875,384.482666015625,0.8748615384101868,836.231689453125,906.476318359375,0.9983997941017152,2.0,804.1160888671875,962.859375,0.9957093000411988,2.0,778.1107177734375,1015.7882080078124,0.999117910861969,2.0,754.6652221679688,1077.8779296875,0.9966777563095092,2.0,697.8170166015625,1261.650634765625,0.9832412004470824,2.0,waist,"head,tail",27.005945444107056,-85.3161506652832,0.0793547623007159,783.3521978855133,1050.9443473815918,-63.34725164153218,55.69292116165161,-112.2497329711914,,,,,,,,,,,,,,2019-08-02 18:07:39.550,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
32889,9192,3,401,,138_02_R_190802180000.cfr.mp4,751.5219116210938,1040.229248046875,-79.0815415568619,False,,,,,0.9971914887428284,754.6134033203125,1048.3079833984375,196.06964111328125,401.28851318359375,0.8571465015411377,797.6925659179688,859.305419921875,0.9970270991325378,2.0,778.1251831054688,917.9989013671876,0.9944791793823242,2.0,762.4078979492188,973.1124267578124,0.999000608921051,2.0,751.5219116210938,1040.229248046875,0.9971914887428284,2.0,724.8512573242188,1236.9097900390625,0.9831279516220092,2.0,waist,"head,tail",10.359662175178528,-80.3067569732666,0.0911667800495431,768.1681948900223,1035.2198543548584,-68.70868337673502,27.005945444107056,-85.3161506652832,,,,,,,,,,,,,,2019-08-02 18:07:39.600,inside_outside,exit,9183.0,595.7737731933594,1481.861328125,-81.58757080471005,9264.0,1277.61865234375,3.1831717491149902,-64.36089734554274,82.0,2019-08-02 18:07:39.150,2019-08-02 18:07:43.200,2712,True,35.72,1.0,6.0
