,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
24253,4167,8,1117,,27_02_R_190816170000.cfr.mp4,1202.2245483398438,1464.4622192382812,-53.15125348422404,False,,,,,0.383130931854248,1192.608642578125,1354.8890380859375,313.4371337890625,170.221923828125,0.7683874368667603,1318.7691650390625,1308.9498291015625,0.9966918230056764,2.0,1278.788818359375,1366.626708984375,0.9837417602539062,2.0,1241.07275390625,1412.624755859375,0.9707821607589722,2.0,1202.2245483398438,1464.4622192382812,0.383130931854248,1.0,,,0.0043741422705352,0.0,"head,thorax","head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-16 17:03:28.350,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24263,4168,6,1117,,27_02_R_190816170000.cfr.mp4,1219.55615234375,1423.7239990234375,-54.20340025085295,False,,,,,0.9314514398574828,1222.058837890625,1331.107177734375,318.6180419921875,217.7855224609375,0.8398489952087402,1340.7764892578125,1255.6268310546875,0.9970378875732422,2.0,1305.83544921875,1317.1646728515625,0.9930272698402404,2.0,1267.859619140625,1365.5877685546875,0.998112678527832,2.0,1219.55615234375,1423.7239990234375,0.9314514398574828,2.0,,,0.0004225596203468,0.0,waist,"head,waist",17.33160400390625,-40.73822021484375,0.0743053460781276,1202.2245483398438,1464.4622192382812,-53.15125348422404,0.0,0.0,,,,,,,,,,,,,,2019-08-16 17:03:28.400,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24271,4169,2,1117,,27_02_R_190816170000.cfr.mp4,1240.9261474609375,1388.402587890625,-62.33356948291143,False,,,,,0.9906517267227172,1248.2850341796875,1307.5902099609375,267.962646484375,264.819580078125,0.8706801533699036,1334.2425537109375,1210.40771484375,0.9965232610702516,2.0,1306.652587890625,1272.966552734375,0.9948392510414124,2.0,1277.4552001953125,1322.779052734375,0.9991125464439392,2.0,1240.9261474609375,1388.402587890625,0.9906517267227172,2.0,,,0.0022713800426572,0.0,waist,"head,waist",30.035797119140625,-55.690521240234375,0.0752303706810477,1228.2219543457031,1403.3548889160156,-54.20340025085295,17.33160400390625,-40.73822021484375,,,,,,,,,,,,,,2019-08-16 17:03:28.450,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24280,4170,2,1117,,27_02_R_190816170000.cfr.mp4,1253.1282958984375,1324.684326171875,-63.82512942030994,False,,,,,0.9963370561599731,1254.650146484375,1281.259521484375,260.745361328125,317.48095703125,0.8868234157562256,1335.818359375,1156.44970703125,0.9963287711143494,2.0,1308.931396484375,1210.996337890625,0.995817005634308,2.0,1282.55712890625,1256.22998046875,0.9995335340499878,2.0,1253.1282958984375,1324.684326171875,0.9963370561599731,2.0,,,0.0028668348677456,0.0,waist,"head,waist",27.220046997070312,-91.5635223388672,0.0612467557586104,1255.9440460205078,1360.5573272705078,-62.33356948291143,30.035797119140625,-55.690521240234375,,,,,,,,,,,,,,2019-08-16 17:03:28.500,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24288,4171,2,1117,,27_02_R_190816170000.cfr.mp4,1275.2181396484375,1227.56591796875,-64.32247579153939,False,,,,,0.9966801404953004,1272.42236328125,1224.8199462890625,262.3765869140625,409.152587890625,0.902369737625122,1355.755615234375,1040.7833251953125,0.997718334197998,2.0,1332.8538818359375,1104.192138671875,0.995642900466919,2.0,1307.15771484375,1160.837158203125,0.9991880059242249,2.0,1275.2181396484375,1227.56591796875,0.9966801404953004,2.0,1176.5751953125,1413.466796875,0.9468802213668824,2.0,waist,"head,tail",35.69986724853516,-142.9001693725586,0.0868194569124044,1266.7383193969729,1278.9025650024414,-63.82512942030994,27.220046997070312,-91.5635223388672,,,,,,,,,,,,,,2019-08-16 17:03:28.550,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24296,4172,2,1117,,27_02_R_190816170000.cfr.mp4,1290.8253173828125,1193.23583984375,-68.98731562041733,False,,,,,0.996452569961548,1287.824462890625,1193.4217529296875,231.549072265625,404.384765625,0.8836473226547241,1357.609130859375,1004.0670776367188,0.9977505803108216,2.0,1337.7705078125,1067.491455078125,0.9948387742042542,2.0,1316.9833984375,1125.8284912109375,0.9989726543426514,2.0,1290.8253173828125,1193.23583984375,0.996452569961548,2.0,1211.581787109375,1384.229736328125,0.97169029712677,2.0,waist,"head,tail",33.45711135864258,-105.7801628112793,0.073161600181801,1293.068073272705,1156.1158332824707,-64.32247579153939,35.69986724853516,-142.9001693725586,,,,,,,,,,,,,,2019-08-16 17:03:28.600,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24303,4173,2,1117,,27_02_R_190816170000.cfr.mp4,1298.810302734375,1149.093505859375,-79.15522987710489,False,,,,,0.9974665641784668,1287.420166015625,1151.8775634765625,201.30908203125,428.402587890625,0.8746928572654724,1329.6485595703125,958.0732421875,0.9546883702278136,2.0,1323.92919921875,1021.67529296875,0.9790861010551452,2.0,1313.5010986328125,1076.492919921875,0.9970109462738036,2.0,1298.810302734375,1149.093505859375,0.9974665641784668,2.0,1253.75439453125,1354.2423095703125,0.9769333004951476,2.0,waist,"head,tail",24.71354103088379,-97.03241539001463,0.0872040250617043,1307.5538730621338,1140.3457584381104,-68.98731562041733,33.45711135864258,-105.7801628112793,,,,,,,,,,,,,,2019-08-16 17:03:28.650,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24310,4174,2,1117,417.0,27_02_R_190816170000.cfr.mp4,1283.9647216796875,1125.0496826171875,-82.35985918604916,False,2.0,25.75,1272.16,1073.69,0.9975837469100952,1277.739990234375,1129.880615234375,195.385986328125,427.4383544921875,0.8705072999000549,1309.066162109375,930.986572265625,0.9963827133178712,2.0,1304.444091796875,995.1957397460938,0.99429851770401,2.0,1295.0146484375,1053.654296875,0.9990047812461852,2.0,1283.9647216796875,1125.0496826171875,0.9975837469100952,2.0,1255.521240234375,1330.1536865234375,0.9849143624305724,2.0,waist,"head,tail",-2.488810539245605,-72.56003093719482,0.0665750778558637,1311.167073249817,1100.5772981643677,-79.15522987710489,24.71354103088379,-97.03241539001463,0.0,1279.76,1038.834,1306.917,1082.554,1264.991,1106.526,1236.475,1064.584,"[[     15.569,    -20.653,     1272.2], [      23.96,     13.414,     1073.7], [   0.021389,  0.0083376,          1]]",1195.0,954.0,1.0,2019-08-16 17:03:28.700,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24317,4175,2,1117,417.0,27_02_R_190816170000.cfr.mp4,1295.410888671875,1072.3173828125,-79.61983457131821,False,0.0,50.76,1298.82,1011.3,0.9971959590911864,1291.364013671875,1079.73046875,203.4173583984375,437.079345703125,0.8666108250617981,1338.0855712890625,869.072509765625,0.9983792304992676,2.0,1323.623046875,936.160400390625,0.9958198070526124,2.0,1309.068359375,998.9139404296876,0.9991851449012756,2.0,1295.410888671875,1072.3173828125,0.9971959590911864,2.0,1261.69970703125,1286.079345703125,0.9888482093811036,2.0,waist,"head,tail",10.201761722564695,-89.01231527328491,0.0414803051138285,1282.7203164100647,1088.76966714859,-82.35985918604916,-2.488810539245605,-72.56003093719482,0.0,1308.613,976.927,1333.995,1020.735,1288.628,1047.054,1264.171,1002.004,"[[     11.233,    -22.994,     1298.8], [     20.672,     12.161,     1011.3], [  -0.013673, -0.0060694,          1]]",1209.0,899.0,1.0,2019-08-16 17:03:28.750,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24324,4176,3,1117,417.0,27_02_R_190816170000.cfr.mp4,1295.656005859375,1075.29443359375,-84.22722294064214,False,0.0,43.34,1292.84,1019.01,0.9969812035560608,1290.305419921875,1081.3057861328125,196.6514892578125,436.93212890625,0.8662577867507935,1320.322509765625,870.8971557617188,0.9984191656112672,2.0,1313.173828125,938.8271484375,0.9958190321922302,2.0,1303.8480224609375,1001.8231811523438,0.9991807341575624,2.0,1295.656005859375,1075.29443359375,0.9969812035560608,2.0,1278.191650390625,1287.6370849609375,0.9857776761054992,2.0,waist,"head,tail",5.345998048782349,-41.529106855392456,0.0883322989272323,1300.5117695331571,1027.8112251758575,-79.61983457131821,10.201761722564695,-89.01231527328491,0.0,1300.205,983.232,1327.936,1025.517,1285.903,1052.665,1255.135,1012.015,"[[     17.547,    -21.981,     1292.8], [     24.588,     13.665,       1019], [   0.033113, -0.0026103,          1]]",1204.0,902.0,1.0,2019-08-16 17:03:28.800,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24330,4177,3,1117,417.0,27_02_R_190816170000.cfr.mp4,1294.19775390625,1079.0224609375,-88.74561634145664,False,0.0,47.6,1284.82,1023.4,0.9969161748886108,1288.51806640625,1082.733154296875,190.84619140625,435.1512451171875,0.8681437373161316,1300.90771484375,871.7119140625,0.9987115859985352,2.0,1299.6025390625,941.8060302734376,0.9962544441223145,2.0,1295.6865234375,1005.8107299804688,0.9992714524269104,2.0,1294.19775390625,1079.0224609375,0.9969161748886108,2.0,1291.81640625,1286.9041748046875,0.982868194580078,2.0,waist,"head,tail",1.2147470712661743,-17.036526083946228,0.0559600730828622,1298.3290048837662,1054.5298801660538,-84.22722294064214,5.345998048782349,-41.529106855392456,0.0,1289.652,988.271,1320.874,1028.044,1280.024,1058.209,1248.37,1018.7,"[[     16.157,    -20.572,     1284.8], [     20.399,     15.096,     1023.4], [  0.0049362,-0.00044117,          1]]",1196.0,906.0,1.0,2019-08-16 17:03:28.850,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
24337,4178,3,1117,417.0,27_02_R_190816170000.cfr.mp4,1293.3017578125,1075.457275390625,-92.82120878653596,False,0.0,47.68,1278.49,1022.67,0.9972821474075316,1286.028564453125,1079.9674072265625,190.0341796875,435.08294677734375,0.8674166798591614,1280.537841796875,867.48583984375,0.9989410042762756,2.0,1288.0361328125,938.0775146484376,0.996575891971588,2.0,1290.16796875,1002.60205078125,0.9993423819541932,2.0,1293.3017578125,1075.457275390625,0.9972821474075316,2.0,1300.9775390625,1282.259033203125,0.990993082523346,2.0,waist,"head,tail",-0.2886225581169128,-12.083448588848114,0.0350418179297049,1294.805127441883,1070.5041978955269,-88.74561634145664,1.2147470712661743,-17.036526083946228,0.0,1280.469,987.733,1314.666,1025.004,1276.518,1057.415,1241.679,1020.291,"[[      17.76,    -19.497,     1278.5], [     19.278,     15.885,     1022.7], [  0.0056757, -0.0029805,          1]]",1190.0,903.0,1.0,2019-08-16 17:03:28.900,inside_outside,exit,4167.0,1202.2245483398438,1464.4622192382812,-53.15125348422404,4265.0,874.0386962890625,8.340907096862793,-125.52531155176568,99.0,2019-08-16 17:03:28.350,2019-08-16 17:03:33.250,417,True,50.76,1.0,35.0
