,frame,det_id,track_id,tag_id,video_name,cx,cy,angle,virtual,tag_hamming,tag_dm,tag_cx,tag_cy,score,bbox_x,bbox_y,bbox_width,bbox_height,bbox_confidence,head_x,head_y,head_conf,head_visibility,neck_x,neck_y,neck_conf,neck_visibility,thorax_x,thorax_y,thorax_conf,thorax_visibility,waist_x,waist_y,waist_conf,waist_visibility,tail_x,tail_y,tail_conf,tail_visibility,waist_src,angle_src,vx,vy,cost,pcx,pcy,pa,pvx,pvy,tag_goodness,tag_p0x,tag_p0y,tag_p1x,tag_p1y,tag_p2x,tag_p2y,tag_p3x,tag_p3y,tag_H,tag_dx,tag_dy,tag_ntags,timestamp,track_shape,track_event,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,track_starttime,track_endtime,track_tagid,track_hastag,track_dm,track_ntagidunique,track_ntagid
27272,6041,7,1335,,37_02_R_190817060000.cfr.mp4,1893.593017578125,42.7032585144043,19.164009753712897,False,,,,,0.6175181269645691,1922.695556640625,88.34832763671875,391.5894775390625,176.6966552734375,0.531670331954956,2055.72705078125,99.05013275146484,0.6068484783172607,2.0,2007.38427734375,52.28759002685547,0.7036060690879822,2.0,1953.6575927734373,33.33415603637695,0.6497451066970825,2.0,1893.593017578125,42.7032585144043,0.6175181269645691,2.0,,,0.0886543467640876,0.0,waist,"head,waist",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2019-08-17 06:05:02.050,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27278,6042,10002,1335,,,1893.593017578125,42.7032585144043,19.164009753712897,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1893.593017578125,42.7032585144043,19.164009753712897,0.0,0.0,,,,,,,,,,,,,,2019-08-17 06:05:02.100,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27285,6043,7,1335,,37_02_R_190817060000.cfr.mp4,1951.2137451171875,92.68576049804688,0.2883693556392914,False,,,,,0.923228681087494,1928.58251953125,93.9195556640625,428.4493408203125,187.839111328125,0.6279551386833191,,,0.4578901529312134,0.0,2080.545654296875,93.3366928100586,0.7725959420204163,2.0,2025.033447265625,95.00119018554688,0.8683552742004395,2.0,1951.2137451171875,92.68576049804688,0.923228681087494,2.0,1746.205322265625,86.89898681640625,0.6758121848106384,2.0,waist,"neck,waist",57.6207275390625,49.98250198364258,0.20224877253858,1893.593017578125,42.7032585144043,19.164009753712897,0.0,0.0,,,,,,,,,,,,,,2019-08-17 06:05:02.150,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27292,6044,10001,1335,,,1980.0241088867188,117.67701148986816,0.2883693556392914,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6207275390625,49.98250198364258,1.0,1980.0241088867188,117.67701148986816,0.2883693556392914,57.6207275390625,49.98250198364258,,,,,,,,,,,,,,2019-08-17 06:05:02.200,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27299,6045,9,1335,1475.0,37_02_R_190817060000.cfr.mp4,2079.447998046875,50.27830505371094,88.62834778241597,False,2.0,57.97,2047.45,33.36,0.7461497783660889,2084.180908203125,144.19715881347656,172.20654296875,288.3943176269531,0.5092564821243286,2084.97314453125,281.027099609375,0.9904866814613342,2.0,2077.44921875,190.22329711914065,0.9800830483436584,2.0,2076.36767578125,119.76626586914062,0.9803044199943542,2.0,2079.447998046875,50.27830505371094,0.7461497783660889,2.0,,,0.0197197906672954,0.0,waist,"head,waist",128.2342529296875,-42.40745544433594,0.7612507414933816,2008.83447265625,142.66826248168945,0.2883693556392914,57.6207275390625,49.98250198364258,0.0,2053.924,11.836,2076.378,37.263,2043.273,47.238,2028.821,30.855,"[[     8.7768,     1.5969,     2047.4], [     9.9602,     9.8028,     33.365], [-0.00022211,    0.21647,          1]]",1976.0,20.0,1.0,2019-08-17 06:05:02.250,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27307,6046,8,1335,,37_02_R_190817060000.cfr.mp4,2070.83251953125,114.65312957763672,87.19948543311614,False,,,,,0.9144312143325806,2079.169677734375,179.60081481933594,168.7945556640625,359.2016296386719,0.6111649870872498,2083.29052734375,369.3287353515625,0.98701012134552,2.0,2077.5009765625,271.3739929199219,0.9794334173202516,2.0,2072.81005859375,193.614013671875,0.9886217713356018,2.0,2070.83251953125,114.65312957763672,0.9144312143325806,2.0,,,0.0644394531846046,0.0,waist,"head,waist",55.50164794921875,43.17109680175781,0.1875630384557673,2143.5651245117188,29.07457733154297,88.62834778241597,128.2342529296875,-42.40745544433594,,,,,,,,,,,,,,2019-08-17 06:05:02.300,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27316,6047,6,1335,,37_02_R_190817060000.cfr.mp4,2057.041015625,174.27781677246094,80.50935844951145,False,,,,,0.9473041892051696,2067.75,196.72662353515625,164.563232421875,393.4532470703125,0.6646791100502014,2092.19091796875,384.5363159179688,0.991641879081726,2.0,2064.58984375,314.25457763671875,0.9812248349189758,2.0,2056.917724609375,251.8834686279297,0.9905487895011902,2.0,2057.041015625,174.27781677246094,0.9473041892051696,2.0,,,0.3359231352806091,0.0,waist,"head,waist",13.959320068359377,81.21023559570312,0.1091849356515604,2098.5833435058594,136.23867797851562,87.19948543311614,55.50164794921875,43.17109680175781,,,,,,,,,,,,,,2019-08-17 06:05:02.350,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27325,6048,7,1335,,37_02_R_190817060000.cfr.mp4,2042.35546875,217.42062377929688,81.44254447366296,False,,,,,0.9850428104400636,2051.2451171875,208.88946533203125,180.8226318359375,417.7789306640625,0.619421124458313,2072.04052734375,414.6945495605469,0.958133578300476,2.0,2057.981201171875,350.7858581542969,0.9741808772087096,2.0,2049.97998046875,288.9147644042969,0.9927706122398376,2.0,2042.35546875,217.42062377929688,0.9850428104400636,2.0,,,0.4944688081741333,0.0,waist,"head,waist",-7.705886840820312,83.7479248046875,0.0371779489912574,2064.02067565918,214.8829345703125,80.50935844951145,13.959320068359377,81.21023559570312,,,,,,,,,,,,,,2019-08-17 06:05:02.400,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27334,6049,7,1335,,37_02_R_190817060000.cfr.mp4,2038.331298828125,217.6599578857422,75.20887396430325,False,,,,,0.9513516426086426,2058.33203125,227.35009765625,174.1904296875,454.7001953125,0.5506290793418884,2094.0615234375,428.7227478027344,0.994002878665924,2.0,2047.806396484375,366.19183349609375,0.9880610704421996,2.0,2034.6585693359373,304.52069091796875,0.9933624267578124,2.0,2038.331298828125,217.6599578857422,0.9513516426086426,2.0,,,0.1631142944097519,0.0,waist,"head,waist",-7.877113342285156,42.11329650878906,0.0866816940871401,2038.5025253295896,259.2945861816406,81.44254447366296,-7.705886840820312,83.7479248046875,,,,,,,,,,,,,,2019-08-17 06:05:02.450,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
27342,6050,5,1335,,37_02_R_190817060000.cfr.mp4,2012.898681640625,344.72125244140625,68.02345489467442,False,,,,,0.988287389278412,2021.269287109375,342.7152099609375,233.1968994140625,402.556640625,0.7502793073654175,2102.70703125,510.467041015625,0.9927356243133544,2.0,2054.9794921875,464.3955078125,0.9887126684188844,2.0,2029.6650390625,417.65179443359375,0.9966944456100464,2.0,2012.898681640625,344.72125244140625,0.988287389278412,2.0,1960.6512451171875,158.45181274414062,0.6460269689559937,2.0,waist,"head,tail",-29.37117385864257,148.1179428100586,0.1899542039478985,2034.3927421569824,238.71660614013672,75.20887396430325,-7.877113342285156,42.11329650878906,,,,,,,,,,,,,,2019-08-17 06:05:02.500,outside_inside,unknown,6041.0,1893.593017578125,42.7032585144043,19.164009753712897,6071.0,2062.671630859375,1381.8621826171875,92.58083244758298,31.0,2019-08-17 06:05:02.050,2019-08-17 06:05:03.550,1475,True,57.97,1.0,1.0
